arg_id,micro_cluster_id,cluster_size,is_centroid,centroid_arg_id
A181_6,1303,2,false,A103_0
A181_7,64,2,false,A96_4
A181_8,728,1,true,A181_8
A181_9,163,1,true,A181_9
A181_10,366,1,true,A181_10
A181_11,684,1,true,A181_11
A181_12,176,1,true,A181_12
A181_13,456,1,true,A181_13
A181_14,505,1,true,A181_14
A182_0,556,4,false,A300_2
A182_1,547,4,false,A126_3
A182_2,798,5,true,A182_2
A182_3,416,3,true,A182_3
A182_4,24,2,false,A116_2
A182_5,870,2,false,A97_0
A182_6,1146,3,true,A182_6
A182_8,815,3,true,A182_8
A183_0,1123,1,true,A183_0
A183_1,1125,1,true,A183_1
A183_2,693,1,true,A183_2
A183_3,1126,1,true,A183_3
A183_4,1112,1,true,A183_4
A183_5,1195,1,true,A183_5
A183_6,1341,1,true,A183_6
A183_7,1328,1,true,A183_7
A184_0,1063,1,true,A184_0
A184_1,436,1,true,A184_1
A185_0,1312,1,true,A185_0
A185_1,1203,1,true,A185_1
A185_2,1200,1,true,A185_2
A186_0,411,2,false,A192_1
A186_1,544,1,true,A186_1
A187_0,1087,2,true,A187_0
A187_1,1301,2,true,A187_1
A188_0,971,4,false,A193_0
A188_1,1382,1,true,A188_1
A188_2,1085,2,false,A107_1
A188_3,974,3,true,A188_3
A188_4,1370,1,true,A188_4
A189_0,964,1,true,A189_0
A189_1,961,1,true,A189_1
A189_2,963,2,true,A189_2
A190_0,866,2,true,A190_0
A190_1,597,1,true,A190_1
A191_0,905,1,true,A191_0
A191_1,545,1,true,A191_1
A192_0,1040,1,true,A192_0
A192_1,411,2,true,A192_1
A192_2,1301,2,false,A187_1
A193_0,971,4,true,A193_0
A193_1,963,2,false,A189_2
A193_2,866,2,false,A190_0
A193_3,598,1,true,A193_3
A193_4,906,1,true,A193_4
A193_5,1377,1,true,A193_5
A193_6,941,1,true,A193_6
A193_7,76,1,true,A193_7
A193_8,1283,1,true,A193_8
A193_9,879,2,false,A97_2
A194_0,768,1,true,A194_0
A195_0,948,1,true,A195_0
A195_1,453,1,true,A195_1
A195_2,1266,1,true,A195_2
A195_3,1106,3,false,A115_5
A195_4,1365,1,true,A195_4
A195_5,1070,4,true,A195_5
A196_0,119,1,true,A196_0
A196_1,1103,1,true,A196_1
A196_2,349,1,true,A196_2
A196_3,1281,2,false,A80_0
A196_4,552,2,false,A80_2
A197_0,548,3,false,A80_3
A197_1,1267,2,false,A80_4
A198_0,1252,1,true,A198_0
A198_1,479,1,true,A198_1
A198_2,1198,1,true,A198_2
A199_0,465,1,true,A199_0
A199_1,213,1,true,A199_1
A200_0,611,1,true,A200_0
A200_1,219,3,false,A156_0
A200_2,615,1,true,A200_2
A200_3,73,1,true,A200_3
A200_4,215,1,true,A200_4
A200_5,174,1,true,A200_5
A201_0,316,1,true,A201_0
A201_1,514,1,true,A201_1
A201_2,478,1,true,A201_2
A201_3,1371,1,true,A201_3
A201_4,11,1,true,A201_4
A201_5,794,1,true,A201_5
A201_6,1058,1,true,A201_6
A202_0,1247,1,true,A202_0
A202_1,1165,1,true,A202_1
A202_2,461,1,true,A202_2
A203_0,412,3,false,A354_0
A203_1,1071,1,true,A203_1
A204_0,18,1,true,A204_0
A204_1,352,2,false,A39_4
A204_2,1070,4,false,A195_5
A205_0,1041,1,true,A205_0
A205_1,1031,1,true,A205_1
A206_0,26,1,true,A206_0
A206_1,595,1,true,A206_1
A206_2,469,1,true,A206_2
A206_3,583,1,true,A206_3
A206_4,61,1,true,A206_4
A206_5,375,1,true,A206_5
A206_6,45,1,true,A206_6
A206_7,467,1,true,A206_7
A206_8,1230,1,true,A206_8
A206_9,690,1,true,A206_9
A206_10,747,1,true,A206_10
A207_0,1307,1,true,A207_0
A207_1,1384,1,true,A207_1
A207_2,753,1,true,A207_2
A208_0,324,1,true,A208_0
A208_1,1347,2,false,A137_1
A208_2,669,1,true,A208_2
A209_0,888,1,true,A209_0
A209_1,1297,2,true,A209_1
A210_0,1207,1,true,A210_0
A210_1,1190,1,true,A210_1
A210_2,993,1,true,A210_2
A211_0,893,1,true,A211_0
A211_1,824,1,true,A211_1
A212_0,791,1,true,A212_0
A212_1,792,1,true,A212_1
A212_2,1297,2,false,A209_1
A213_0,1204,1,true,A213_0
A214_0,223,4,false,A71_0
A214_1,253,1,true,A214_1
A214_2,285,1,true,A214_2
A214_3,254,1,true,A214_3
A214_4,66,1,true,A214_4
A215_0,96,1,true,A215_0
A215_1,300,1,true,A215_1
A215_2,195,1,true,A215_2
A216_0,55,1,true,A216_0
A216_1,379,2,false,A76_5
A217_0,749,1,true,A217_0
A217_1,211,1,true,A217_1
A217_2,511,1,true,A217_2
A217_3,750,1,true,A217_3
A218_0,410,3,false,A96_0
A218_1,542,1,true,A218_1
A219_0,1302,1,true,A219_0
A220_0,912,1,true,A220_0
A221_0,1299,1,true,A221_0
A221_1,1287,1,true,A221_1
A221_2,1300,1,true,A221_2
A222_0,65,1,true,A222_0
A222_1,918,1,true,A222_1
A222_2,27,2,true,A222_2
A222_3,135,1,true,A222_3
A222_4,346,1,true,A222_4
A223_0,418,3,false,A116_0
A224_0,39,3,true,A224_0
A224_1,396,2,true,A224_1
A224_2,625,1,true,A224_2
A225_0,529,2,false,A60_7
A225_1,177,1,true,A225_1
A225_2,136,1,true,A225_2
A225_3,457,1,true,A225_3
A225_4,70,1,true,A225_4
A225_5,521,1,true,A225_5
A225_6,833,1,true,A225_6
A226_0,539,3,false,A469_0
A226_1,1233,3,false,A133_7
A226_2,991,2,false,A23_5
A227_0,36,1,true,A227_0
A227_1,1115,1,true,A227_1
A228_0,1116,1,true,A228_0
A228_1,421,1,true,A228_1
A228_2,422,1,true,A228_2
A228_3,1358,1,true,A228_3
A228_4,1327,1,true,A228_4
A229_0,240,1,true,A229_0
A230_0,218,2,false,A42_2
A230_1,309,3,true,A230_1
A230_2,1000,3,true,A230_2
A231_0,659,1,true,A231_0
A232_0,107,1,true,A232_0
A232_1,125,2,false,A147_3
A232_2,503,2,true,A232_2
A233_0,485,1,true,A233_0
A233_1,8,2,true,A233_1
A233_2,234,1,true,A233_2
A234_0,1010,1,true,A234_0
A234_1,21,2,true,A234_1
A235_0,1113,2,true,A235_0
A235_1,679,1,true,A235_1
A235_2,1124,1,true,A235_2
A236_0,812,2,false,A94_1
A236_1,811,1,true,A236_1
A236_2,1378,2,false,A53_0
A236_3,1059,2,false,A85_2
A238_1,951,3,false,A372_1
A238_2,985,2,true,A238_2
A239_0,995,4,false,A243_1
A239_1,951,3,false,A372_1
A239_2,978,2,true,A239_2
A240_0,998,2,true,A240_0
A240_1,997,2,true,A240_1
A240_2,970,3,false,A244_1
A241_0,974,3,false,A188_3
A241_1,975,1,true,A241_1
A241_2,983,1,true,A241_2
A242_0,981,3,true,A242_0
A242_1,981,3,false,A242_0
A242_2,981,3,false,A242_0
A242_3,980,2,true,A242_3
A242_4,883,1,true,A242_4
A242_5,939,1,true,A242_5
A242_6,852,1,true,A242_6
A242_7,836,1,true,A242_7
A243_1,995,4,true,A243_1
A244_0,998,2,false,A240_0
A244_1,970,3,true,A244_1
A245_0,853,1,true,A245_0
A245_1,980,2,false,A242_3
A245_2,837,1,true,A245_2
A246_0,901,2,true,A246_0
A246_1,995,4,false,A243_1
A246_2,1154,1,true,A246_2
A247_0,1314,1,true,A247_0
A247_1,1316,1,true,A247_1
A247_2,1315,1,true,A247_2
A247_3,1036,1,true,A247_3
A247_4,1317,1,true,A247_4
A248_0,1004,1,true,A248_0
A248_1,862,2,true,A248_1
A248_2,882,1,true,A248_2
A249_0,1027,1,true,A249_0
A249_1,862,2,false,A248_1
A249_2,908,1,true,A249_2
A250_0,861,1,true,A250_0
A250_1,859,1,true,A250_1
A250_2,860,1,true,A250_2
A251_0,818,2,true,A251_0
A252_0,818,2,false,A251_0
A252_1,863,1,true,A252_1
A252_2,680,1,true,A252_2
A253_0,1214,1,true,A253_0
A253_1,885,1,true,A253_1
A253_2,245,1,true,A253_2
A253_3,244,2,true,A253_3
A253_4,246,1,true,A253_4
A254_0,867,1,true,A254_0
A254_1,1025,1,true,A254_1
A254_2,1028,1,true,A254_2
A254_3,1026,1,true,A254_3
A254_4,868,1,true,A254_4
A254_5,599,1,true,A254_5
A255_0,1087,2,false,A187_0
A255_1,897,1,true,A255_1
A256_0,217,5,false,A268_0
A257_0,230,7,false,A343_1
A257_1,289,1,true,A257_1
A257_2,129,1,true,A257_2
A257_3,1073,6,false,A370_7
A257_4,1368,1,true,A257_4
A257_5,1366,1,true,A257_5
A257_6,738,1,true,A257_6
A258_0,1290,1,true,A258_0
A258_1,1098,5,false,A38_0
A258_2,1288,1,true,A258_2
A259_0,1088,2,true,A259_0
A259_1,1066,4,false,A76_0
A259_2,1188,1,true,A259_2
A260_0,255,1,true,A260_0
A260_1,257,1,true,A260_1
A260_2,1291,1,true,A260_2
A260_3,256,1,true,A260_3
A261_0,1066,4,false,A76_0
A261_1,843,1,true,A261_1
A261_2,973,1,true,A261_2
A261_3,494,3,false,A42_0
A261_4,1197,1,true,A261_4
A261_5,1269,2,true,A261_5
A262_0,226,9,false,A442_1
A263_0,382,3,false,A452_2
A263_1,56,1,true,A263_1
A263_2,638,1,true,A263_2
A263_3,1021,2,true,A263_3
A263_4,488,1,true,A263_4
A263_5,637,1,true,A263_5
A264_0,619,1,true,A264_0
A264_1,222,1,true,A264_1
A264_2,383,1,true,A264_2
A265_0,417,2,true,A265_0
A265_1,1097,2,true,A265_1
A266_0,139,1,true,A266_0
A267_0,1279,1,true,A267_0
A267_1,112,1,true,A267_1
A267_2,1280,1,true,A267_2
A267_3,588,1,true,A267_3
A267_4,101,1,true,A267_4
A267_5,292,1,true,A267_5
A267_6,589,1,true,A267_6
A268_0,217,5,true,A268_0
A269_0,297,1,true,A269_0
A270_0,80,2,true,A270_0
A270_1,351,3,false,A292_1
A270_2,1084,2,true,A270_2
A270_3,268,3,false,A292_3
A270_4,164,2,true,A270_4
A271_0,276,2,false,A10_0
A271_1,1000,3,false,A230_2
A272_0,971,4,false,A193_0
A272_1,990,2,false,A149_4
A273_0,996,3,false,A132_0
A273_1,979,3,true,A273_1
A273_2,686,1,true,A273_2
A274_1,985,2,false,A238_2
A275_0,555,2,true,A275_0
A275_1,32,2,true,A275_1
A275_2,1372,2,true,A275_2
A275_3,1387,2,true,A275_3
A276_0,1045,4,true,A276_0
A276_1,217,5,false,A268_0
A276_2,275,3,false,A351_1
A276_3,160,1,true,A276_3
A277_0,279,2,false,A46_1
A277_1,1023,1,true,A277_1
A277_2,1037,1,true,A277_2
A277_3,241,1,true,A277_3
A277_4,664,1,true,A277_4
A278_0,415,1,true,A278_0
A278_1,1093,2,false,A93_0
A279_0,130,1,true,A279_0
A279_1,153,1,true,A279_1
A279_2,503,2,false,A232_2
A279_3,396,2,false,A224_1
A280_0,429,1,true,A280_0
A280_1,742,1,true,A280_1
A281_0,304,2,false,A175_0
A281_1,1130,1,true,A281_1
A281_2,1133,1,true,A281_2
A281_3,1222,1,true,A281_3
A281_4,1127,1,true,A281_4
A282_0,1032,1,true,A282_0
A282_1,1021,2,false,A263_3
A282_2,670,1,true,A282_2
A282_3,397,2,true,A282_3
A283_0,480,1,true,A283_0
A283_1,778,1,true,A283_1
A284_0,87,1,true,A284_0
A284_1,1318,1,true,A284_1
A284_2,434,1,true,A284_2
A285_0,745,1,true,A285_0
A286_0,157,1,true,A286_0
A286_1,228,2,false,A33_4
A287_0,1251,2,false,A108_6
A287_1,557,1,true,A287_1
A287_2,590,1,true,A287_2
A287_3,561,1,true,A287_3
A288_0,33,2,false,A148_0
A288_1,416,3,false,A182_3
A288_2,1078,1,true,A288_2
A289_0,871,2,false,A92_0
A289_1,1146,3,false,A182_6
A289_2,1096,3,false,A102_6
A289_3,1080,1,true,A289_3
A290_0,1389,1,true,A290_0
A290_1,815,3,false,A182_8
A291_0,361,1,true,A291_0
A291_1,743,1,true,A291_1
A291_2,740,1,true,A291_2
A291_3,739,1,true,A291_3
A291_4,468,1,true,A291_4
A292_0,80,2,false,A270_0
A292_1,351,3,true,A292_1
A292_2,1083,2,true,A292_2
A292_3,268,3,true,A292_3
A293_0,232,2,true,A293_0
A293_1,712,1,true,A293_1
A293_2,704,1,true,A293_2
A293_3,1226,1,true,A293_3
A293_4,696,1,true,A293_4
A293_5,1206,1,true,A293_5
A293_6,582,1,true,A293_6
A294_0,325,1,true,A294_0
A294_1,579,1,true,A294_1
A295_0,827,1,true,A295_0
A295_1,949,1,true,A295_1
A295_2,967,2,true,A295_2
A296_0,580,1,true,A296_0
A296_1,473,1,true,A296_1
A296_2,550,1,true,A296_2
A296_3,328,1,true,A296_3
A296_4,691,1,true,A296_4
A296_5,92,1,true,A296_5
A297_0,1060,3,false,A81_0
A297_1,1052,2,true,A297_1
A297_2,394,3,false,A369_1
A298_0,966,3,false,A382_7
A298_1,965,1,true,A298_1
A298_2,953,1,true,A298_2
A298_3,924,3,false,A303_0
A298_4,924,3,false,A303_0
A299_0,40,4,false,A338_0
A300_0,1240,1,true,A300_0
A300_1,38,1,true,A300_1
A300_2,556,4,true,A300_2
A300_3,798,5,false,A182_2
A301_0,79,1,true,A301_0
A301_1,1052,2,false,A297_1
A301_2,178,1,true,A301_2
A301_3,661,1,true,A301_3
A302_0,663,1,true,A302_0
A302_1,386,1,true,A302_1
A302_2,203,1,true,A302_2
A302_3,608,1,true,A302_3
A302_4,1344,1,true,A302_4
A303_0,924,3,true,A303_0
A303_1,1182,1,true,A303_1
A304_0,907,1,true,A304_0
A305_0,334,1,true,A305_0
A305_1,1245,1,true,A305_1
A305_2,502,1,true,A305_2
A305_3,605,1,true,A305_3
A306_0,969,1,true,A306_0
A306_1,1298,1,true,A306_1
A307_0,960,1,true,A307_0
A308_0,512,2,false,A120_1
A309_0,986,1,true,A309_0
A309_1,987,1,true,A309_1
A309_2,757,1,true,A309_2
A310_0,858,1,true,A310_0
A311_0,199,1,true,A311_0
A311_1,662,1,true,A311_1
A312_0,1155,1,true,A312_0
A312_1,1152,1,true,A312_1
A312_2,1157,1,true,A312_2
A312_3,1153,1,true,A312_3
A313_0,784,1,true,A313_0
A313_1,200,1,true,A313_1
A313_2,543,1,true,A313_2
A314_0,864,1,true,A314_0
A314_1,1158,1,true,A314_1
A314_2,865,1,true,A314_2
A315_0,155,1,true,A315_0
A315_1,273,1,true,A315_1
A315_2,1270,1,true,A315_2
A316_0,967,2,false,A295_2
A316_1,968,1,true,A316_1
A316_2,405,1,true,A316_2
A316_3,779,1,true,A316_3
A316_4,701,1,true,A316_4
A317_0,1322,1,true,A317_0
A317_1,1323,1,true,A317_1
A318_0,966,3,false,A382_7
A318_1,925,2,false,A382_8
A319_0,962,1,true,A319_0
A319_1,1313,1,true,A319_1
A319_2,958,1,true,A319_2
A319_3,748,1,true,A319_3
A320_0,167,1,true,A320_0
A320_1,623,1,true,A320_1
A321_0,1150,2,false,A321_3
A321_1,734,1,true,A321_1
A321_2,735,1,true,A321_2
A321_3,1150,2,true,A321_3
A321_4,733,1,true,A321_4
A322_0,252,2,true,A322_0
A322_1,1012,1,true,A322_1
A323_0,536,1,true,A323_0
A324_0,1060,3,false,A81_0
A324_1,586,1,true,A324_1
A324_2,1050,2,true,A324_2
A324_3,19,1,true,A324_3
A324_4,303,1,true,A324_4
A325_0,134,1,true,A325_0
A326_0,302,1,true,A326_0
A326_1,1014,2,true,A326_1
A327_0,290,1,true,A327_0
A327_1,1015,1,true,A327_1
A328_0,988,1,true,A328_0
A328_1,1098,5,false,A38_0
A328_2,629,1,true,A328_2
A329_0,607,1,true,A329_0
A329_1,1068,1,true,A329_1
A329_2,191,1,true,A329_2
A330_0,944,2,false,A77_0
A330_1,404,2,true,A330_1
A330_2,971,4,false,A193_0
A330_3,1149,1,true,A330_3
A330_4,1169,1,true,A330_4
A330_5,979,3,false,A273_1
A330_6,1147,2,false,A3_2
A331_0,720,1,true,A331_0
A331_1,474,1,true,A331_1
A331_2,665,1,true,A331_2
A332_0,278,1,true,A332_0
A332_1,206,1,true,A332_1
A332_2,746,1,true,A332_2
A333_0,551,1,true,A333_0
A333_1,558,1,true,A333_1
A333_2,814,1,true,A333_2
A333_3,688,1,true,A333_3
A333_4,564,1,true,A333_4
A333_5,1375,2,false,A128_0
A333_6,805,1,true,A333_6
A334_0,471,1,true,A334_0
A334_1,633,1,true,A334_1
A334_2,78,1,true,A334_2
A334_3,644,1,true,A334_3
A334_4,634,1,true,A334_4
A334_5,1033,1,true,A334_5
A334_6,646,1,true,A334_6
A334_7,567,1,true,A334_7
A335_0,376,1,true,A335_0
A335_1,1047,1,true,A335_1
A335_2,472,1,true,A335_2
A336_0,310,1,true,A336_0
A336_1,1016,1,true,A336_1
A337_0,1057,10,false,A102_0
A337_1,1002,1,true,A337_1
A338_0,40,4,true,A338_0
A338_1,216,1,true,A338_1
A339_1,702,1,true,A339_1
A340_1,5,1,true,A340_1
A341_0,40,4,false,A338_0
A342_1,201,1,true,A342_1
A343_0,309,3,false,A230_1
A343_1,230,7,true,A343_1
A343_2,384,2,true,A343_2
A343_3,1017,1,true,A343_3
A344_1,1014,2,false,A326_1
A345_1,703,1,true,A345_1
A346_1,309,3,false,A230_1
A346_2,1000,3,false,A230_2
A347_0,606,1,true,A347_0
A347_1,448,1,true,A347_1
A348_0,252,2,false,A322_0
A349_0,126,1,true,A349_0
A350_0,1046,1,true,A350_0
A351_0,1045,4,false,A276_0
A351_1,275,3,true,A351_1
A351_3,351,3,false,A292_1
A351_4,1084,2,false,A270_2
A351_5,268,3,false,A292_3
A351_6,164,2,false,A270_4
A352_0,804,2,false,A127_2
A352_1,677,1,true,A352_1
A352_2,1330,1,true,A352_2
A352_3,553,1,true,A352_3
A353_0,682,1,true,A353_0
A353_1,708,1,true,A353_1
A353_2,678,1,true,A353_2
A353_3,1191,1,true,A353_3
A353_4,1192,1,true,A353_4
A353_5,648,1,true,A353_5
A354_0,412,3,true,A354_0
A354_1,523,3,false,A147_1
A354_2,342,3,false,A147_2
A354_3,124,2,true,A354_3
A354_4,360,2,true,A354_4
A354_5,354,2,false,A147_5
A354_6,1269,2,false,A261_5
A355_0,841,1,true,A355_0
A355_1,820,1,true,A355_1
A356_0,1167,1,true,A356_0
A356_1,1113,2,false,A235_0
A356_2,1131,1,true,A356_2
A356_3,1224,1,true,A356_3
A356_4,1171,1,true,A356_4
A356_5,1186,1,true,A356_5
A356_6,1162,1,true,A356_6
A356_7,329,1,true,A356_7
A356_8,1256,1,true,A356_8
A356_9,1163,1,true,A356_9
A357_1,340,1,true,A357_1
A357_2,182,2,true,A357_2
A357_3,185,4,false,A361_3
A357_4,184,3,false,A361_4
A357_5,269,2,true,A357_5
A357_6,287,2,true,A357_6
A357_7,1073,6,false,A370_7
A357_8,406,5,false,A361_8
A358_0,1061,1,true,A358_0
A360_0,227,2,false,A147_4
A360_1,360,2,false,A354_4
A360_2,323,2,true,A360_2
A361_1,338,2,true,A361_1
A361_2,183,5,false,A362_0
A361_3,185,4,true,A361_3
A361_4,184,3,true,A361_4
A361_5,267,4,false,A362_3
A361_7,1073,6,false,A370_7
A361_8,406,5,true,A361_8
A361_9,1006,2,true,A361_9
A361_10,1009,2,true,A361_10
A362_0,183,5,true,A362_0
A362_3,267,4,true,A362_3
A362_5,1072,4,true,A362_5
A362_7,1005,4,true,A362_7
A362_8,1007,3,true,A362_8
A363_0,183,5,false,A362_0
A363_1,185,4,false,A361_3
A363_2,184,3,false,A361_4
A363_3,267,4,false,A362_3
A363_4,287,2,false,A357_6
A363_5,1072,4,false,A362_5
A363_6,406,5,false,A361_8
A364_1,1008,2,false,A365_8
A364_2,1009,2,false,A361_10
A364_3,1007,3,false,A362_8
A364_8,1073,6,false,A370_7
A364_9,406,5,false,A361_8
A365_5,1072,4,false,A362_5
A365_7,1005,4,false,A362_7
A365_8,1008,2,true,A365_8
A366_6,406,5,false,A361_8
A367_4,338,2,false,A361_1
A367_5,183,5,false,A362_0
A367_6,185,4,false,A361_3
A367_8,269,2,false,A357_5
A367_10,1072,4,false,A362_5
A367_11,1073,6,false,A370_7
A369_0,899,1,true,A369_0
A369_1,394,3,true,A369_1
A369_2,133,2,true,A369_2
A370_0,1005,4,false,A362_7
A370_1,1007,3,false,A362_8
A370_3,339,2,true,A370_3
A370_4,182,2,false,A357_2
A370_6,267,4,false,A362_3
A370_7,1073,6,true,A370_7
A372_0,995,4,false,A243_1
A372_1,951,3,true,A372_1
A372_2,978,2,false,A239_2
A372_3,1006,2,false,A361_9
A372_4,353,1,true,A372_4
A373_0,997,2,false,A240_1
A373_1,970,3,false,A244_1
A374_0,523,3,false,A147_1
A374_1,342,3,false,A147_2
A374_2,124,2,false,A354_3
A374_3,323,2,false,A360_2
A375_0,1005,4,false,A362_7
A375_3,339,2,false,A370_3
A375_4,183,5,false,A362_0
A376_1,923,1,true,A376_1
A376_2,984,1,true,A376_2
A377_1,982,1,true,A377_1
A377_2,1075,1,true,A377_2
A378_0,901,2,false,A246_0
A378_1,926,1,true,A378_1
A378_2,903,1,true,A378_2
A378_3,902,2,true,A378_3
A378_4,857,2,true,A378_4
A378_5,856,2,true,A378_5
A378_6,909,1,true,A378_6
A378_7,869,1,true,A378_7
A378_8,904,2,false,A379_4
A378_9,915,2,true,A378_9
A378_10,916,1,true,A378_10
A378_11,942,1,true,A378_11
A379_1,902,2,false,A378_3
A379_2,857,2,false,A378_4
A379_3,856,2,false,A378_5
A379_4,904,2,true,A379_4
A379_5,915,2,false,A378_9
A380_1,952,2,true,A380_1
A380_2,776,1,true,A380_2
A381_0,657,1,true,A381_0
A381_1,568,1,true,A381_1
A381_2,656,1,true,A381_2
A382_7,966,3,true,A382_7
A382_8,925,2,true,A382_8
A382_9,952,2,false,A380_1
A383_0,1082,2,false,A112_2
A383_1,1292,1,true,A383_1
A383_2,922,1,true,A383_2
A383_3,1159,1,true,A383_3
A383_4,1045,4,false,A276_0
A383_5,217,5,false,A268_0
A384_0,957,1,true,A384_0
A384_1,955,1,true,A384_1
A384_2,959,1,true,A384_2
A384_3,954,1,true,A384_3
A384_4,956,1,true,A384_4
A385_0,1057,10,false,A102_0
A385_1,397,2,false,A282_3
A386_0,31,1,true,A386_0
A386_1,8,2,false,A233_1
A387_0,489,1,true,A387_0
A387_1,72,2,false,A70_1
A388_0,235,2,true,A388_0
A389_0,381,2,true,A389_0
A390_0,377,2,true,A390_0
A390_1,311,4,false,A416_1
A390_2,724,2,true,A390_2
A390_3,1053,1,true,A390_3
A391_0,1345,1,true,A391_0
A391_1,271,3,false,A474_1
A391_2,6,1,true,A391_2
A391_3,1011,1,true,A391_3
A391_4,1018,2,true,A391_4
A392_0,1056,1,true,A392_0
A392_1,1013,1,true,A392_1
A393_0,132,1,true,A393_0
A394_0,133,2,false,A369_2
A395_0,1320,1,true,A395_0
A396_0,389,1,true,A396_0
A396_1,16,2,false,A72_1
A396_2,113,2,false,A18_1
A396_3,1043,2,true,A396_3
A397_0,298,1,true,A397_0
A398_0,1001,4,true,A398_0
A398_1,671,1,true,A398_1
A398_2,424,2,true,A398_2
A399_1,801,1,true,A399_1
A399_2,20,2,false,A88_0
A399_3,506,3,false,A449_4
A400_5,1231,1,true,A400_5
A401_0,115,2,true,A401_0
A401_1,390,3,true,A401_1
A401_2,1043,2,false,A396_3
A401_3,311,4,false,A416_1
A402_2,424,2,false,A398_2
A402_3,387,3,true,A402_3
A403_0,232,2,false,A293_0
A403_1,875,1,true,A403_1
A403_2,367,1,true,A403_2
A403_3,13,1,true,A403_3
A403_4,1221,1,true,A403_4
A404_0,40,4,false,A338_0
A404_1,137,1,true,A404_1
A405_0,238,3,false,A410_0
A406_0,99,2,true,A406_0
A406_1,500,2,true,A406_1
A406_2,652,2,true,A406_2
A406_3,390,3,false,A401_1
A407_0,217,5,false,A268_0
A407_1,384,2,false,A343_2
A407_2,999,2,true,A407_2
A408_0,229,9,false,A433_1
A408_1,226,9,false,A442_1
A409_0,224,3,true,A409_0
A409_1,239,2,true,A409_1
A410_0,238,3,true,A410_0
A411_0,238,3,false,A410_0
A412_0,224,3,false,A409_0
A412_1,999,2,false,A407_2
A412_2,458,1,true,A412_2
A412_3,14,1,true,A412_3
A413_0,231,2,true,A413_0
A413_1,233,1,true,A413_1
A413_2,723,1,true,A413_2
A413_3,487,1,true,A413_3
A413_4,1057,10,false,A102_0
A414_0,430,1,true,A414_0
A414_1,596,1,true,A414_1
A414_2,603,1,true,A414_2
A414_3,1051,2,true,A414_3
A415_0,239,2,false,A409_1
A416_0,377,2,false,A390_0
A416_1,311,4,true,A416_1
A416_2,725,1,true,A416_2
A416_3,1045,4,false,A276_0
A416_4,388,4,false,A21_0
A417_0,393,3,true,A417_0
A419_0,1001,4,false,A398_0
A419_1,115,2,false,A401_0
A419_2,390,3,false,A401_1
A419_4,311,4,false,A416_1
A420_0,230,7,false,A343_1
A420_1,1048,1,true,A420_1
A421_0,235,2,false,A388_0
A422_0,15,1,true,A422_0
A423_0,1321,1,true,A423_0
A424_0,229,9,false,A433_1
A424_1,226,9,false,A442_1
A425_0,622,1,true,A425_0
A425_1,382,3,false,A452_2
A425_2,782,1,true,A425_2
A425_3,470,1,true,A425_3
A426_0,39,3,false,A224_0
A426_1,127,1,true,A426_1
A427_0,1001,4,false,A398_0
A427_1,98,2,true,A427_1
A427_2,48,1,true,A427_2
A427_3,481,2,true,A427_3
A427_4,1044,2,true,A427_4
A427_5,312,2,true,A427_5
A427_6,387,3,false,A402_3
A428_0,1057,10,false,A102_0
A428_1,231,2,false,A413_0
A428_2,709,1,true,A428_2
A428_3,710,1,true,A428_3
A428_4,697,1,true,A428_4
A428_5,486,1,true,A428_5
A428_6,1259,1,true,A428_6
A428_7,751,1,true,A428_7
A428_8,209,1,true,A428_8
A429_0,230,7,false,A343_1
A429_1,1024,1,true,A429_1
A430_0,230,7,false,A343_1
A430_1,369,2,false,A57_6
A431_0,755,1,true,A431_0
A431_1,795,1,true,A431_1
A431_2,774,1,true,A431_2
A432_0,41,1,true,A432_0
A432_1,274,1,true,A432_1
A432_2,117,1,true,A432_2
A432_3,587,1,true,A432_3
A432_4,490,1,true,A432_4
A432_5,381,2,false,A389_0
A433_0,541,2,false,A162_0
A433_1,229,9,true,A433_1
A434_0,989,1,true,A434_0
A434_1,848,1,true,A434_1
A434_2,822,1,true,A434_2
A435_2,1034,2,true,A435_2
A436_0,229,9,false,A433_1
A436_1,226,9,false,A442_1
A437_0,39,3,false,A224_0
A437_1,780,1,true,A437_1
A437_2,546,1,true,A437_2
A438_2,1034,2,false,A435_2
A439_0,229,9,false,A433_1
A439_1,226,9,false,A442_1
A440_0,229,9,false,A433_1
A440_1,226,9,false,A442_1
A441_0,230,7,false,A343_1
A441_1,500,2,false,A406_1
A442_1,226,9,true,A442_1
A443_0,229,9,false,A433_1
A444_1,668,1,true,A444_1
A444_2,1109,1,true,A444_2
A445_0,777,1,true,A445_0
A445_1,93,1,true,A445_1
A446_0,229,9,false,A433_1
A447_0,400,1,true,A447_0
A447_1,1050,2,false,A324_2
A448_0,476,1,true,A448_0
A449_0,442,1,true,A449_0
A449_1,161,1,true,A449_1
A449_2,337,1,true,A449_2
A449_3,27,2,false,A222_2
A449_4,506,3,true,A449_4
A449_5,1134,1,true,A449_5
A449_6,538,1,true,A449_6
A449_7,1346,1,true,A449_7
A450_0,373,2,false,A31_2
A450_1,4,1,true,A450_1
A450_2,138,1,true,A450_2
A450_3,229,9,false,A433_1
A451_7,491,1,true,A451_7
A451_8,660,1,true,A451_8
A452_0,639,1,true,A452_0
A452_1,640,1,true,A452_1
A452_2,382,3,true,A452_2
A453_0,440,1,true,A453_0
A453_1,159,1,true,A453_1
A453_2,57,1,true,A453_2
